-0.71,-0.98,-0.12,0.09,0.54,0.52,1.08,1.18,3.8,5.46,0.74,0.67,1.45,1.5,3.07,3.08,-0.12,-0.21,-0.56,0.52,1.53,-0.02,0.09,-0.03,-0.2,0
-0.34,-0.66,0.01,0.01,1.17,0.74,2.32,1.59,2.39,1.17,0.24,-0.1,0.83,1.16,2.86,1.36,0.14,1.2,1.66,2.4,1.59,0.48,0.4,1.14,1.44,1
-0.41,-0.02,-0.08,0.09,0.54,0.66,0.0,-0.02,-2.36,-2.79,-0.75,-0.19,-0.94,-0.74,-1.72,-1.43,0.39,1.6,1.13,0.53,-0.15,0.58,0.7,1.05,1.36,0
0.96,0.79,0.09,-0.12,-0.23,-0.6,-0.82,-0.69,-2.91,-1.44,0.25,-0.38,0.17,-0.11,-0.85,0.26,-0.18,-0.68,-1.24,-1.89,-1.3,-0.17,-0.56,-0.68,-0.5,0
0.81,1.0,0.0,0.0,-0.59,-0.38,-0.9,-0.46,-2.02,-1.32,0.27,0.03,-0.24,0.07,-0.71,0.0,-0.35,-1.02,-0.67,-1.18,-0.81,-0.55,-0.69,-0.61,-0.73,0
-0.58,-0.76,-0.02,-0.01,0.21,-0.13,0.12,-0.32,-0.05,0.31,0.75,0.37,0.82,0.46,0.96,0.75,-0.1,-0.18,-0.83,-0.55,-0.47,0.02,-0.1,-0.49,-0.26,0
-0.15,-0.62,-0.44,0.44,0.61,1.84,2.8,4.55,7.31,9.59,0.24,-0.42,0.77,1.27,3.66,4.03,-0.22,2.2,4.28,5.01,6.5,-0.2,1.01,3.03,2.15,1
-1.14,-1.44,0.34,-0.38,1.59,1.31,2.08,3.12,4.87,8.02,0.6,0.64,-0.17,0.04,0.76,1.83,0.45,2.81,3.87,4.39,5.19,1.2,1.11,2.71,2.87,1
1.25,2.58,-0.21,0.3,-0.85,-0.49,-0.62,-0.4,0.61,-0.39,-0.74,-0.34,-1.93,-1.65,-2.37,-2.4,-0.17,-0.16,1.14,0.84,0.59,-0.63,-0.61,0.1,0.09,1
-0.18,-0.27,-0.07,0.08,-0.41,-0.79,-2.06,-2.68,-3.39,-3.56,-0.29,-0.15,-0.77,-0.99,-2.06,-2.06,0.22,-0.02,-3.02,-3.3,-3.45,0.13,-0.09,-1.78,-1.12,1
0.55,0.72,-0.09,0.04,-0.34,-0.14,-0.88,-0.07,-3.02,-1.56,-0.1,-0.02,0.06,0.28,-1.53,0.18,0.02,-0.59,-0.26,-1.33,-0.52,-0.06,-0.17,-0.21,-0.39,1
0.87,0.8,-0.02,0.03,-0.99,-0.88,-1.32,-1.7,-2.79,-3.04,-0.47,-0.29,-0.54,-0.7,-0.78,-0.75,-0.05,-1.3,-2.25,-2.39,-2.5,-0.21,-0.31,-1.46,-1.62,1
1.01,1.4,-0.22,0.23,-1.3,-1.08,-1.64,-2.1,-2.53,-2.81,0.21,0.44,0.01,-0.06,-0.68,-0.33,-0.5,-2.41,-3.32,-2.94,-2.93,-0.94,-1.01,-2.33,-2.52,0
-0.58,-1.02,0.24,-0.25,0.58,0.18,0.22,-0.05,1.14,-0.96,-0.13,0.62,-1.76,-1.22,-2.49,-3.68,0.47,1.86,2.56,2.53,1.05,0.83,0.52,1.26,1.93,1
0.61,1.02,0.05,-0.08,-0.54,-0.2,-0.63,0.13,-1.66,-0.51,0.09,0.1,-0.3,0.25,-0.52,0.4,-0.4,-0.84,-0.09,-0.71,-0.03,-0.53,-0.59,-0.18,-0.47,0
0.37,0.55,-0.01,0.03,-0.52,-0.5,-1.22,-0.91,-1.91,-1.46,0.0,0.17,-0.15,-0.3,-1.17,-0.62,0.05,-0.53,-1.34,-1.77,-1.35,-0.15,-0.05,-0.86,-1.03,0
-0.19,-0.07,0.47,-0.54,-0.17,-0.89,-0.93,-0.67,-1.36,-0.79,1.27,1.2,0.9,0.48,-0.15,0.57,-0.51,-1.76,-1.65,-1.5,-1.1,-0.15,-1.07,-1.3,-1.45,1
-1.04,-2.62,0.28,-0.32,1.98,1.52,2.52,2.58,1.71,2.24,1.43,0.17,2.16,1.39,2.76,2.39,0.31,2.14,2.3,2.1,2.49,0.98,1.18,2.32,2.4,1
-0.08,-0.52,0.13,-0.12,-0.49,-0.14,0.09,0.65,-0.65,-0.03,-0.72,-1.02,-0.15,0.1,0.41,0.82,0.11,-0.28,0.68,0.42,0.68,-0.02,0.14,0.12,-0.15,0
1.28,1.39,-0.15,0.17,-1.3,-1.23,-1.75,-2.2,-2.51,-2.5,0.39,0.33,0.15,-0.05,-0.75,-0.29,-0.51,-2.51,-3.57,-3.12,-2.99,-0.94,-1.08,-2.53,-2.65,0
-1.02,-2.64,0.26,-0.31,1.61,1.36,1.96,2.26,1.19,1.91,1.35,0.05,1.86,1.4,2.21,2.16,0.2,1.73,1.84,1.53,2.12,0.77,0.99,1.97,1.92,1
0.5,0.44,-0.1,0.15,-0.38,0.03,-0.71,-0.2,-0.31,0.49,-0.13,0.29,-0.15,0.39,-0.26,0.75,-0.33,-0.85,-1.42,-1.21,-0.52,-0.64,-0.46,-0.64,-1.0,0
0.28,0.61,-0.24,0.21,-0.76,-0.3,-1.28,-0.68,-3.48,-2.58,-0.46,0.28,-0.46,-0.16,-1.6,-0.52,0.11,-0.69,-0.9,-1.86,-1.26,-0.11,0.02,-0.58,-0.91,1
-0.14,-0.19,-0.11,0.03,-0.41,0.19,-0.31,0.12,-0.77,-0.35,-0.54,-0.52,0.33,0.81,-0.06,0.95,-0.06,-0.69,-0.45,-0.38,-0.33,-0.52,-0.34,-0.24,-0.61,1
-1.92,-2.1,-0.17,0.17,1.46,2.64,1.69,3.56,3.43,6.14,-1.15,-0.33,-2.01,0.06,-0.82,1.1,0.76,4.33,4.82,4.25,4.83,1.36,2.23,4.19,4.01,0
-0.28,-0.01,-0.09,0.08,-0.5,-0.33,-1.73,-1.43,-2.44,-2.09,-0.07,-0.25,-0.36,-0.48,-2.01,-1.22,-0.17,-0.24,-1.6,-2.43,-1.89,-0.17,0.02,-0.87,-1.01,0
0.03,-0.54,0.2,-0.24,0.44,0.15,1.02,0.31,-0.28,-0.3,-0.08,-0.23,0.99,0.98,1.57,1.11,0.04,-0.14,0.18,0.67,0.0,-0.1,-0.25,0.14,0.29,1
0.26,0.01,0.14,-0.15,-1.35,-1.49,-2.75,-3.01,-5.83,-6.21,-0.31,-0.36,-0.97,-1.35,-3.15,-2.69,0.0,-1.2,-3.28,-3.83,-4.28,-0.22,-0.73,-2.09,-2.06,0
-0.66,-1.43,0.17,-0.1,0.77,0.87,4.29,4.49,11.53,11.85,1.88,0.98,3.3,2.89,7.78,6.95,-0.47,-0.72,2.82,5.23,5.93,-0.38,-0.36,1.57,0.83,1
-0.03,-0.24,-0.11,0.14,-0.39,0.13,-0.73,-0.05,-1.69,-0.73,0.7,0.8,0.6,1.28,-0.51,0.39,-0.17,-0.83,-0.64,-0.91,-0.45,-0.24,0.02,-0.25,-0.85,1
-0.45,-1.09,-0.01,0.03,1.34,1.76,3.17,4.16,7.04,9.41,0.44,-0.59,0.71,0.77,3.3,3.11,0.14,2.84,4.58,5.51,6.26,0.5,1.19,3.2,3.0,1
-0.45,-1.09,-0.01,0.03,1.34,1.76,3.17,4.16,7.04,9.41,0.44,-0.59,0.71,0.77,3.3,3.11,0.14,2.84,4.58,5.51,6.26,0.5,1.19,3.2,3.0,1
0.37,-0.53,0.75,-0.71,0.59,-1.4,1.26,-1.72,4.01,-0.1,1.56,-0.05,1.19,-1.27,2.73,-1.8,0.03,-0.94,-0.42,1.24,-1.43,0.34,-0.87,-1.43,-0.05,0
-0.05,0.5,-0.15,0.13,0.09,-0.11,0.02,-0.21,2.39,0.41,-0.16,0.15,-0.56,-0.65,-1.17,-1.77,0.07,0.73,1.36,1.13,0.54,0.06,-0.11,0.57,0.91,0
0.79,1.37,0.1,-0.08,-1.31,-1.82,-2.11,-2.65,0.58,-1.01,0.34,-0.39,-0.57,-2.06,-2.49,-3.31,-0.49,-2.01,-1.64,-2.04,-1.91,-1.0,-1.52,-2.1,-1.91,1
0.9,1.03,-0.03,0.03,-0.68,-0.49,-1.2,-1.03,-2.45,-2.09,0.15,0.13,-0.18,-0.08,-0.83,-0.36,-0.24,-1.19,-1.42,-1.82,-1.63,-0.53,-0.62,-1.07,-1.08,0
1.01,1.4,-0.22,0.23,-1.3,-1.08,-1.64,-2.1,-2.53,-2.81,0.21,0.44,0.01,-0.06,-0.68,-0.33,-0.5,-2.41,-3.32,-2.94,-2.93,-0.94,-1.01,-2.33,-2.52,0
0.18,-0.09,0.15,-0.21,-0.25,-0.6,-0.84,-0.66,-1.63,-1.0,1.29,0.9,1.07,0.79,0.03,0.15,-0.27,-1.48,-1.58,-1.58,-1.15,-0.12,-0.6,-1.09,-1.38,1
0.23,0.63,-0.23,0.19,-0.62,-0.17,-1.15,-0.44,-3.43,-2.39,-0.42,0.23,-0.32,-0.01,-1.66,-0.38,0.11,-0.57,-0.58,-1.65,-0.98,-0.08,0.01,-0.38,-0.67,1
0.23,-0.27,0.13,-0.17,0.42,0.34,1.03,0.59,-0.14,0.03,-0.04,-0.21,0.98,1.19,1.52,1.36,0.08,-0.17,0.44,0.82,0.33,-0.13,-0.18,0.35,0.35,1
1.84,2.72,-0.08,0.08,-1.58,-2.41,-3.11,-4.52,-4.43,-7.22,-0.34,-0.14,-1.92,-3.32,-4.82,-5.89,-0.31,-2.04,-2.45,-3.38,-4.81,-0.84,-1.66,-2.74,-1.71,1
-1.23,-1.01,0.13,-0.15,0.79,0.68,1.64,1.45,0.25,0.48,-0.41,-0.11,0.52,0.48,1.9,1.25,0.1,0.84,1.01,1.41,1.23,0.16,0.71,1.06,0.94,1
0.01,0.12,-0.22,0.2,0.39,1.0,0.22,1.16,1.56,1.89,-0.29,0.15,-0.18,0.5,-0.05,0.79,0.08,0.92,1.18,1.0,1.74,0.11,0.44,1.0,0.64,0
-1.13,-1.58,-0.17,0.05,1.49,1.47,2.2,2.36,0.8,1.68,0.68,0.7,1.67,1.87,2.3,2.48,0.04,1.6,2.25,1.96,2.26,0.56,1.07,2.1,2.01,1
0.37,0.7,-0.32,0.26,0.08,0.45,0.75,0.56,-0.55,-0.69,0.0,1.51,0.47,1.31,0.85,1.01,0.01,0.13,0.58,0.65,0.2,-0.05,0.31,0.52,0.54,1
-1.16,-1.37,0.2,-0.17,0.63,0.0,3.78,3.11,9.53,10.13,1.14,0.41,2.17,1.73,6.71,5.28,-0.48,-1.06,2.0,4.55,4.41,-0.27,-0.74,0.42,0.53,0
0.51,0.53,0.08,-0.05,-0.62,-0.56,-0.92,-0.92,-0.58,-0.59,-0.15,0.49,-0.04,0.34,-0.4,0.26,-0.08,-1.23,-1.68,-1.32,-1.4,-0.41,-0.58,-1.28,-1.24,1
0.22,0.07,0.21,-0.23,0.61,0.33,1.66,1.16,1.85,1.64,0.03,-0.29,1.36,1.08,2.79,2.23,0.03,-0.04,0.6,1.48,0.87,0.12,-0.24,0.34,0.52,1
0.89,0.94,-0.04,0.04,-0.36,0.01,-0.34,0.25,-2.13,-1.1,0.06,0.09,0.11,0.12,-0.35,0.5,-0.15,-0.47,0.0,-0.67,0.04,-0.33,-0.27,0.17,-0.26,0
0.56,0.03,0.17,-0.19,-0.94,-1.54,-2.75,-3.34,-2.37,-4.91,0.12,-0.08,-1.12,-1.78,-3.76,-3.87,0.15,-0.13,-1.91,-2.84,-3.64,0.01,-0.58,-1.65,-0.99,0
-0.47,-0.54,-0.12,0.14,0.94,0.95,0.85,0.93,-0.2,-1.25,-0.74,0.21,-0.74,-0.35,-1.04,-1.11,0.47,2.25,2.39,1.83,1.19,0.74,0.7,1.97,2.22,0
0.76,0.45,0.16,-0.14,-0.53,-0.84,-1.64,-1.54,1.92,-0.38,0.53,0.31,-0.2,-0.66,-1.76,-1.92,0.08,-0.07,-0.62,-1.27,-1.1,-0.08,-0.55,-0.84,-0.64,0
-0.24,-0.48,0.1,-0.07,-0.07,-0.12,-1.34,-1.24,-3.09,-3.22,0.12,-0.49,-0.3,-1.09,-2.14,-2.15,0.17,0.58,-0.89,-1.86,-1.79,0.03,-0.02,-0.15,-0.18,1
0.08,-0.31,0.26,-0.26,0.57,0.53,1.51,1.13,1.84,1.64,0.01,0.09,1.14,1.24,2.65,2.0,0.15,0.14,0.67,1.47,0.95,0.29,-0.11,0.45,0.56,1
-1.24,-1.33,-0.21,0.15,0.59,1.26,0.78,1.74,0.38,2.02,0.93,1.48,1.44,2.35,1.67,3.18,-0.2,0.73,0.45,0.12,1.17,0.2,0.79,1.12,0.43,1
-0.75,-1.12,0.02,-0.02,0.75,0.62,1.43,1.34,1.5,1.32,-0.65,-0.85,-0.05,-0.28,1.6,0.09,0.47,1.03,0.95,1.66,1.5,0.77,0.79,1.18,0.98,0
-0.96,-2.04,0.29,-0.34,0.73,0.68,0.62,1.28,0.11,1.13,1.13,0.33,1.16,1.23,0.91,1.62,-0.14,0.44,0.61,0.3,1.09,0.28,0.3,0.87,0.59,1
-1.53,-2.1,0.22,-0.19,2.19,1.55,3.11,2.85,2.61,3.12,1.22,0.79,2.36,1.4,3.19,2.7,0.33,2.28,2.82,2.99,2.94,1.14,1.41,2.59,2.73,1
-1.27,-1.46,0.09,-0.08,0.9,0.52,4.07,3.87,9.96,11.4,0.95,0.55,2.28,2.15,6.91,5.99,-0.38,-0.47,2.5,4.93,5.35,-0.14,-0.38,1.04,0.96,0
0.12,0.23,0.06,-0.07,-0.43,0.02,0.03,0.9,-0.19,0.86,-0.41,-0.28,0.12,0.46,0.35,1.17,0.16,-0.23,0.85,0.44,1.04,-0.09,0.17,0.26,-0.2,0
-0.03,-0.24,-0.11,0.14,-0.39,0.13,-0.73,-0.05,-1.69,-0.73,0.7,0.8,0.6,1.28,-0.51,0.39,-0.17,-0.83,-0.64,-0.91,-0.45,-0.24,0.02,-0.25,-0.85,1
-0.18,-0.66,0.28,-0.28,0.49,0.39,1.32,0.73,1.48,1.12,-0.18,0.09,0.92,0.96,2.41,1.52,0.2,0.17,0.45,1.24,0.6,0.34,-0.09,0.24,0.48,1
-1.39,-1.43,-0.27,0.22,0.5,1.37,0.77,1.84,1.45,3.06,1.05,1.56,1.66,2.68,2.15,3.58,-0.23,0.63,0.25,0.11,1.36,0.1,0.83,1.02,0.19,1
0.81,0.86,-0.09,0.04,-0.44,0.04,-0.47,0.21,-2.17,-0.7,-0.12,0.13,-0.11,0.31,-0.48,0.46,-0.21,-0.58,-0.14,-0.91,-0.1,-0.42,-0.21,0.04,-0.29,0
0.22,0.07,0.21,-0.23,0.61,0.33,1.66,1.16,1.85,1.64,0.03,-0.29,1.36,1.08,2.79,2.23,0.03,-0.04,0.6,1.48,0.87,0.12,-0.24,0.34,0.52,1
-1.27,-1.46,0.09,-0.08,0.9,0.52,4.07,3.87,9.96,11.4,0.95,0.55,2.28,2.15,6.91,5.99,-0.38,-0.47,2.5,4.93,5.35,-0.14,-0.38,1.04,0.96,0
0.81,0.74,0.02,-0.06,-0.27,-0.27,-0.8,0.02,-2.8,-1.04,0.13,-0.18,0.24,0.39,-1.39,0.5,-0.06,-0.72,-0.31,-1.32,-0.4,-0.1,-0.31,-0.26,-0.4,1
0.05,-1.0,0.78,-0.82,1.39,-0.82,1.79,-1.29,4.21,-0.17,1.8,0.13,1.73,-0.73,2.75,-2.16,0.2,0.75,0.68,1.9,-0.62,0.71,-0.24,-0.33,1.3,1
1.16,1.33,0.13,-0.1,-0.73,-0.78,-1.4,-1.27,-2.67,-2.21,-0.74,-0.75,-1.43,-1.36,-2.1,-0.95,-0.07,-1.09,-0.98,-1.54,-1.41,-0.21,-0.42,-0.88,-0.85,1
-0.93,-1.26,0.35,-0.31,0.23,-0.51,0.73,-0.83,-0.17,-1.46,-0.96,-0.89,0.17,-0.48,1.45,-0.44,0.26,0.2,-0.32,0.44,-0.99,0.46,-0.08,-0.66,0.25,1
0.64,0.26,0.24,-0.27,-0.74,-1.32,-2.25,-2.92,-3.71,-4.96,0.04,-0.47,-0.67,-1.54,-2.53,-2.81,-0.08,-0.8,-2.76,-3.22,-3.76,-0.24,-0.78,-1.94,-1.61,0
0.07,0.0,0.21,-0.23,0.57,0.09,1.58,0.86,1.55,1.21,-0.1,-0.48,1.36,0.77,2.68,2.0,-0.04,-0.15,0.34,1.28,0.52,0.02,-0.33,0.09,0.4,1
-0.84,-0.98,0.31,-0.27,0.23,-0.63,0.72,-0.91,-0.7,-2.49,-1.03,-1.29,-0.13,-0.72,1.07,-1.12,0.27,0.4,-0.03,0.53,-1.17,0.52,0.06,-0.5,0.47,1
-0.65,-0.26,0.06,-0.02,-0.42,0.23,-0.95,0.3,-2.11,-0.82,0.31,0.25,0.15,1.11,-1.15,1.0,-0.24,-0.71,-0.27,-0.92,-0.2,-0.23,-0.17,0.0,-0.68,1
1.01,0.46,0.14,-0.11,0.09,-0.17,0.24,-0.22,-0.78,-1.0,0.9,-0.13,0.93,0.47,0.3,0.6,-0.21,-0.82,-0.2,-0.11,-0.39,-0.3,-0.42,-0.38,-0.27,0
-0.63,-1.2,0.12,-0.12,0.89,0.73,1.75,1.54,0.66,0.95,-0.44,-0.8,0.47,-0.02,2.12,0.65,0.18,0.93,1.18,1.58,1.52,0.21,0.91,1.2,1.08,1
0.29,0.75,-0.06,0.04,-0.83,-1.21,-1.73,-2.37,-0.51,-2.91,-0.04,-0.15,-1.05,-1.52,-2.88,-3.32,0.01,-0.26,-0.8,-1.26,-2.21,-0.18,-0.52,-1.09,-0.52,0
0.81,0.53,0.27,-0.3,-0.8,-1.43,-2.39,-3.31,-2.5,-5.07,0.2,-0.6,-0.58,-1.45,-2.62,-3.16,-0.16,-0.95,-2.92,-3.28,-4.09,-0.3,-0.8,-2.15,-1.76,0
-0.17,-0.24,-0.09,0.02,-0.61,-0.01,-0.74,-0.27,-1.23,-0.83,-0.53,-0.53,0.13,0.68,-0.53,0.62,-0.09,-0.81,-0.93,-0.9,-0.82,-0.54,-0.42,-0.58,-0.92,1
-0.45,-0.92,0.49,-0.43,0.28,-1.02,2.46,0.54,7.01,5.19,1.53,0.17,1.77,0.36,5.11,2.21,-0.41,-1.76,0.36,2.72,1.23,-0.25,-1.19,-1.01,-0.29,0
-1.21,-1.44,0.01,-0.02,1.09,0.88,3.91,4.01,9.53,11.45,0.83,0.67,2.28,2.32,6.58,6.02,-0.26,0.0,2.47,4.65,5.46,0.0,-0.05,1.34,1.14,0
-0.4,-0.78,-0.26,0.26,0.6,1.14,1.69,2.18,2.05,2.94,-0.51,-0.94,0.35,0.05,2.38,0.94,0.15,1.11,1.64,2.07,2.69,0.11,0.96,1.69,1.03,1
-0.15,0.22,-0.12,0.14,0.61,0.84,2.0,1.55,1.5,0.84,0.13,0.42,1.23,1.21,2.55,1.82,-0.1,0.28,1.65,1.99,1.54,0.09,0.36,1.08,0.87,0
0.39,0.17,0.17,-0.17,-0.61,-1.04,-1.87,-2.25,-3.02,-3.31,-0.07,-0.37,-0.56,-1.32,-2.04,-2.1,-0.03,-0.63,-2.24,-2.67,-2.78,-0.19,-0.6,-1.63,-1.35,0
0.46,0.56,-0.36,0.28,0.07,0.55,0.63,0.82,-0.55,-0.08,0.12,1.53,0.4,1.43,0.67,1.25,-0.02,0.16,0.72,0.6,0.52,-0.08,0.36,0.69,0.52,1
-0.18,-0.27,-0.07,0.08,-0.41,-0.79,-2.06,-2.68,-3.39,-3.56,-0.29,-0.15,-0.77,-0.99,-2.06,-2.06,0.22,-0.02,-3.02,-3.3,-3.45,0.13,-0.09,-1.78,-1.12,1
-0.08,0.07,0.15,-0.19,-0.58,-0.68,-1.61,-1.42,-2.52,-2.27,0.01,-0.16,-0.21,-0.53,-1.7,-1.05,-0.29,-0.57,-1.7,-2.3,-1.94,-0.36,-0.32,-1.09,-1.19,0
-0.52,-1.3,0.4,-0.42,0.7,-0.05,0.07,-0.55,0.34,-2.33,-0.1,0.14,-1.88,-1.81,-2.85,-4.68,0.59,2.13,2.53,2.3,0.47,1.08,0.59,1.22,2.08,1
-0.31,-0.02,-0.2,0.2,0.72,0.84,2.38,1.58,1.8,0.79,0.23,0.68,1.39,1.23,2.93,1.68,-0.19,0.3,1.78,2.37,1.6,0.01,0.3,1.1,1.02,0
0.3,1.04,-0.07,0.08,0.02,0.62,0.28,0.59,-0.23,0.09,0.12,0.7,0.16,0.63,0.18,0.7,-0.1,-0.32,0.03,0.12,0.37,-0.34,0.06,0.4,0.0,0
-0.09,0.13,-0.06,0.03,0.65,1.07,0.44,1.11,1.01,1.45,-0.26,-0.04,-0.2,0.24,-0.18,0.41,0.11,1.22,1.54,1.27,1.67,0.24,0.55,1.21,1.07,0
1.72,2.27,-0.21,0.27,-0.57,-0.27,-0.73,-0.7,-1.53,-0.38,-0.2,0.09,-0.71,-0.1,-1.15,0.44,-0.4,-1.42,-1.45,-1.29,-0.84,-0.74,-0.61,-1.07,-1.11,1
-0.38,-0.06,-0.28,0.32,-0.69,-0.16,-1.37,-1.07,-1.95,-2.15,-0.87,-0.18,-0.72,-0.09,-1.04,-0.74,0.0,-0.69,-1.8,-2.04,-2.01,-0.29,0.08,-0.86,-1.13,1
-0.3,-0.28,0.06,-0.07,-0.1,-0.08,0.71,0.75,-0.13,0.17,-0.73,-0.59,0.01,0.07,0.95,0.96,0.08,-0.01,0.99,1.02,0.8,0.06,0.25,0.34,0.34,0
0.52,-0.63,0.81,-0.79,1.24,-1.17,0.61,-2.65,1.51,-3.62,0.99,-0.46,0.22,-2.67,0.19,-5.23,0.59,0.98,0.25,0.98,-2.27,1.18,0.01,-0.63,1.17,0
-0.2,-0.5,0.1,-0.11,-0.64,-0.95,-2.18,-2.72,-3.33,-4.82,-0.28,-0.27,-0.59,-1.23,-2.6,-2.64,0.06,-0.36,-2.62,-3.12,-3.63,0.08,-0.34,-1.52,-1.3,0
0.17,-0.44,0.17,-0.14,0.28,-0.07,-0.15,-0.23,-1.08,-0.2,0.8,0.08,0.66,0.24,0.07,0.42,0.06,0.0,-0.42,-0.73,-0.47,0.06,-0.19,-0.2,-0.01,0
-0.38,-0.11,-0.24,0.24,0.77,0.86,2.55,1.62,2.1,0.98,0.3,0.83,1.45,1.3,3.12,1.68,-0.22,0.29,1.84,2.58,1.7,-0.03,0.26,1.09,1.08,0
0.17,0.05,-0.07,0.02,0.04,0.48,0.55,0.75,-0.02,0.42,-0.34,-0.35,0.73,1.14,0.9,1.54,0.04,-0.45,0.38,0.57,0.48,-0.38,-0.21,0.33,0.02,1
-0.45,0.37,-0.71,0.63,-0.16,1.46,1.75,3.8,5.44,7.15,0.07,1.59,0.54,1.55,3.06,3.58,-0.47,0.88,2.78,3.21,5.07,-0.86,0.46,2.11,0.66,1
1.5,3.0,-0.52,0.58,-1.06,-0.28,-1.43,-0.99,-2.97,-2.55,-0.79,-0.06,-1.72,-1.21,-2.84,-1.73,-0.36,-0.66,-0.43,-1.03,-1.03,-0.86,-0.42,-0.41,-0.71,1
0.81,0.7,0.0,0.03,-0.52,-0.52,-0.96,-0.52,-1.29,-0.32,0.36,0.1,0.62,0.37,-0.56,0.64,-0.12,-1.08,-1.34,-1.55,-0.87,-0.5,-0.52,-1.06,-1.27,0
0.49,0.8,-0.07,0.06,-0.66,-0.18,-0.73,-0.15,-2.57,-1.79,-0.18,0.1,-0.26,0.0,-0.66,0.39,-0.27,-0.89,-0.58,-1.19,-0.57,-0.5,-0.47,-0.25,-0.77,0
-1.21,-1.31,-0.26,0.26,0.41,1.56,1.24,3.38,4.93,7.31,-0.76,-0.16,-1.22,0.6,0.85,2.36,0.32,2.05,3.24,3.52,4.82,0.51,1.06,2.51,1.78,0
-1.03,-0.01,-0.43,0.51,-0.61,0.06,-1.46,-0.86,-2.22,-2.07,-1.49,0.16,-1.36,-0.29,-1.59,-0.76,0.12,-0.26,-1.39,-1.83,-1.6,-0.06,0.44,-0.5,-0.71,1
